particulas/s,N,opt,compiler,runs,GFLOPS,time,l1 misses,dtlb misses
508.219,32,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,25,490495070,0.064,523316,2307
509.435,32,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,25,489971921,0.064,524578,2134
255.574,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3945406640,0.425,1775555,11711
257.568,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3930412824,0.421,1686745,10704
255.852,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3942342959,0.424,1715080,11485
258.054,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3942252740,0.420,1767172,11810
256.344,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3928645613,0.423,2035024,11506
251.870,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3913796383,0.430,1789336,12160
254.526,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3949887231,0.426,1773604,11715
257.683,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3934260061,0.421,1725186,11267
255.392,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3927450579,0.424,1714388,13690
257.572,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3933147285,0.421,1772966,10698
255.608,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3937482423,0.424,1740113,11595
255.865,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3949404008,0.424,1761147,11335
257.171,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3941335362,0.421,1912664,11045
254.799,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3932399636,0.425,1754533,12807
256.078,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3943663443,0.423,1837042,12462
255.629,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3942685381,0.424,1810143,11484
254.782,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3942820272,0.425,1905488,11456
256.664,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3937280208,0.422,1802535,11251
255.427,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3950637811,0.424,1877517,12008
257.592,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3929123659,0.421,1791673,10988
148.993,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17544768760,1.720,4230571,31232
150.606,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17595447623,1.702,4575886,29223
148.585,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17571143241,1.725,4691672,30621
148.522,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17560947397,1.726,4427788,30208
149.154,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17556131568,1.718,4547259,32146
148.385,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17584878744,1.727,4483726,30309
150.585,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17615415793,1.702,5283780,29445
147.548,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17582869593,1.737,6564846,30810
151.054,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17587487406,1.697,4449233,29411
149.936,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17605157298,1.709,4518054,29404
148.277,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17567690448,1.728,4454429,30367
149.804,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17615075422,1.711,4575527,28272
150.242,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17606447985,1.706,4531796,30752
149.519,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17569117859,1.714,4399543,32611
149.579,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17576170667,1.713,4487857,30842
85.423,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60694380518,5.855,8856558,57660
85.580,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60714865700,5.845,9302354,60860
85.621,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60717728040,5.842,9260056,60848
85.949,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60708122244,5.820,9174183,62931
84.934,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60727228073,5.889,8967747,59153
85.264,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60709130698,5.866,9021669,56320
85.781,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60703959253,5.831,8919610,59276
85.110,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60706754929,5.877,9034374,64301
85.493,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60715666590,5.851,9443202,60332
85.411,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60709991140,5.856,9318428,60400
62.885,864,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,5,172778556419,13.742,34676333,114517
62.738,864,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,5,172815770203,13.775,34863077,108822
62.992,864,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,5,172924181801,13.719,34756810,114756
63.007,864,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,5,172862020813,13.716,35428184,110871
63.064,864,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,5,172800519187,13.704,35329501,110678
