particulas/s,N,opt,compiler,runs,threads num,GFLOPS,time,l1 misses,dtlb misses
357.305,256,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,15,20,12664415712,0.719,61810385,35644
380.482,256,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,15,20,12660535173,0.676,62325753,35060
447.095,500,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,10,20,41296831777,1.121,130108182,78022
489.825,500,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,10,20,41285510152,1.024,128791397,55659
463.207,500,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,10,20,41623134370,1.082,127625846,72127
464.678,500,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,10,20,41551850736,1.079,128261856,50786
453.797,500,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,10,20,42021098012,1.105,128479498,64845
456.009,500,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,10,20,41166122211,1.100,127943453,61491
484.201,500,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,10,20,41350103555,1.036,130051516,68870
494.978,500,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,10,20,40183374658,1.014,130867181,55924
454.392,500,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,10,20,40379981611,1.103,131410354,49478
484.687,500,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,10,20,40515058151,1.035,130793725,69761
398.675,864,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,5,20,113526146574,2.170,307703063,104682
382.113,864,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,5,20,113831631546,2.265,307179494,96383
369.298,864,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,5,20,112963746526,2.343,308960849,108582
378.732,864,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,5,20,113574938589,2.285,401062290,108000
391.266,864,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,clang,5,20,113700880145,2.212,306249883,103638
