particulas/s,N,opt,compiler,runs,GFLOPS,time,l1 misses,dtlb misses
488.202,32,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,25,474065793,0.067,533096,2667
488.110,32,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,25,474167673,0.067,530098,2379
487.971,32,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,25,473647932,0.067,526820,2414
486.083,32,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,25,479454660,0.067,507735,2968
487.400,32,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,25,472253377,0.067,512738,2561
485.805,32,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,25,474080282,0.068,518531,2973
486.483,32,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,25,474118394,0.067,664328,2945
465.258,32,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,25,477916674,0.070,519191,2657
244.091,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3961813427,0.444,1827333,15347
244.628,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3960665906,0.443,2568784,12047
245.662,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3947304718,0.441,1729798,12474
244.542,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3954649106,0.443,1739170,12275
243.587,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3960666158,0.445,2097126,15585
244.229,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3957535646,0.444,1764726,14837
244.491,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3931236820,0.444,1760633,13885
244.702,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3944008760,0.443,1829532,12886
244.958,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3936151050,0.443,1797602,11999
244.727,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3958614084,0.443,1835178,11659
244.693,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3949335617,0.443,1820914,11731
244.932,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3954543373,0.443,1839423,14210
245.234,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3943537683,0.442,1816908,11960
244.675,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3960813199,0.443,1867741,14153
244.971,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3934762378,0.443,1811119,13852
245.095,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3939125168,0.442,1815903,11929
244.153,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3941593573,0.444,1829176,12076
246.060,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3946712279,0.441,1815635,11960
246.485,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3943535285,0.440,2103893,11479
243.132,108,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,20,3937305164,0.446,2136655,12233
142.958,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17613079639,1.793,4123951,30314
141.948,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17565446618,1.806,4211948,31991
143.907,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17543434878,1.781,4437859,33853
140.802,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17623926626,1.820,4288187,32090
142.635,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17691339931,1.797,4436292,31781
141.321,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17533381472,1.813,4311616,31634
142.830,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17622484628,1.794,4295283,29721
144.581,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17564319163,1.773,4231911,30119
141.689,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17558933081,1.809,4238424,36015
142.493,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17606739539,1.799,4307586,36740
142.380,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17605681552,1.800,4296769,33812
142.316,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17599597842,1.801,4318376,32870
142.693,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17641154606,1.796,4357055,32718
142.294,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17598986138,1.801,4174515,30820
142.965,256,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,15,17624096867,1.792,4147516,28531
81.974,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60691508568,6.101,8935959,67986
81.448,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60717760172,6.141,9451761,67049
81.578,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60696698322,6.132,9098609,57620
81.418,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60659406917,6.144,8833608,67634
82.046,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60702124290,6.097,8804469,66386
81.888,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60754651601,6.108,9041473,66441
81.435,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60676349223,6.142,9217944,58388
81.630,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60686800963,6.128,9066551,67020
82.373,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60682497418,6.073,9024212,63305
81.641,500,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,10,60698019142,6.127,9017946,67451
60.234,864,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,5,172818394392,14.346,34785256,128196
60.144,864,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,5,172911906817,14.369,35381558,113639
60.167,864,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,5,172939671609,14.363,35656457,130796
60.217,864,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,5,172728109238,14.351,73389066,123974
60.554,864,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,5,173008805796,14.271,35146399,117715
44.701,1372,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,1,425067359570,30.696,191732033,212863
33.975,2048,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,1,933332971259,60.285,1538665377,352195
25.973,2916,-O1 -ffast-math -ftree-vectorize -funroll-loops,gcc,1,1875907684236,112.278,11038687108,621342
